Name,Age,AnnualIncome,Debt,Savings,EducationLevel,EmploymentStatus,MaritalStatus,HouseholdSize,YearsInCurrentJob,HasChildren,HomeOwnership,Location,CreditHistory,DrivingExperience,MonthlyExpenses,EmploymentType,LoanApprovalHistory,HealthCondition,ProbabilityOfCarPurchase
Customer958,37,115112,8535,17908,Bachelor,Employed,Single,2,2,1,Mortgage,Urban,Good,14.597075460597486,1245.870569248047,Full-Time,Denied,Good,0.35616696531444303
Customer959,45,65946,24487,29336,PhD,Self-Employed,Single,2,4,0,Rent,Suburban,Poor,16.201033751076057,4919.200802538728,Part-Time,Approved,Poor,0.37233781838538105
Customer960,28,85204,30651,40992,Bachelor,Employed,Divorced,3,1,1,Mortgage,Urban,Poor,7.576037574865507,933.1092101332237,Part-Time,Approved,Poor,0.3182765461194804
Customer961,21,81886,4666,4025,Bachelor,Employed,Divorced,1,3,1,Mortgage,Suburban,Poor,4.279573145143216,3151.4527555367918,Part-Time,Approved,Excellent,0.6211334068483314
Customer962,32,101652,48777,20093,PhD,Self-Employed,Married,3,8,1,Rent,Suburban,Fair,1.0500109560121755,3319.0873486432515,Contract,Approved,Poor,0.16426366372062395
Customer963,23,45563,16994,6155,High School,Self-Employed,Single,1,8,0,Mortgage,Rural,Excellent,9.567169408769816,2921.357942933244,Full-Time,Approved,Excellent,0.8459812924460132
Customer964,47,39847,1727,46607,Bachelor,Unemployed,Divorced,5,8,1,Rent,Urban,Excellent,7.69622189923799,3479.836485703251,Part-Time,Denied,Excellent,0.8124024840313153
Customer965,55,56155,34622,33487,Bachelor,Self-Employed,Divorced,5,6,1,Own,Rural,Poor,11.54328684268277,1022.8134875535093,Part-Time,Denied,Poor,0.47648320785527043
Customer966,19,109671,10800,47658,Master,Unemployed,Divorced,3,6,1,Own,Rural,Poor,4.57278075918693,2997.58335892381,Part-Time,Approved,Poor,0.8527299652785476
Customer967,32,113310,37823,20963,PhD,Self-Employed,Married,5,5,0,Own,Urban,Poor,17.333645405663027,1792.4565700731268,Contract,Denied,Poor,0.2471450700302933
Customer968,28,97278,43039,20936,College,Employed,Single,4,9,1,Mortgage,Suburban,Good,5.897349096934083,4730.792284854755,Part-Time,Denied,Poor,0.017565455703966948
Customer969,25,48309,18708,4426,High School,Self-Employed,Divorced,2,4,1,Own,Rural,Poor,5.30216249666535,3929.3224404787657,Full-Time,Denied,Poor,0.619207925029823
Customer970,43,30619,12819,23303,High School,Employed,Single,2,10,1,Rent,Urban,Fair,10.133567073202762,4876.315169718842,Full-Time,Approved,Excellent,0.4579094069647154
Customer971,62,113194,9369,45280,PhD,Employed,Divorced,1,7,1,Own,Suburban,Excellent,10.478169451141211,669.0023138308529,Full-Time,Approved,Good,0.5671645462958707
Customer972,61,80108,9283,27606,Master,Employed,Divorced,5,1,0,Own,Rural,Fair,5.086619346916764,1783.0992883131892,Full-Time,Denied,Fair,0.899339409018403
Customer973,22,64707,30573,47832,Master,Unemployed,Single,1,9,0,Mortgage,Rural,Poor,6.1653538077924,1379.4016398725705,Part-Time,Approved,Fair,0.9699255735659434
Customer974,23,50337,13171,28151,PhD,Self-Employed,Single,2,7,1,Rent,Rural,Good,4.224399543949653,550.1956429032373,Contract,Approved,Excellent,0.634453139755603
Customer975,43,111537,30933,13767,Master,Employed,Single,2,10,1,Mortgage,Suburban,Poor,14.65074338814017,1590.4657861084463,Contract,Denied,Excellent,0.7640555898524384
Customer976,21,96504,5774,11308,High School,Employed,Married,5,9,1,Mortgage,Rural,Poor,15.631691593827556,3554.49192584193,Contract,Approved,Good,0.08380843348716427
Customer977,36,77614,6519,44245,High School,Unemployed,Divorced,4,7,1,Rent,Suburban,Poor,9.78424145172637,1539.9001496055585,Part-Time,Approved,Poor,0.16071558489150561
Customer978,37,30281,10983,45671,College,Self-Employed,Married,4,2,0,Mortgage,Rural,Poor,14.567653431015332,2790.515504671782,Contract,Approved,Excellent,0.7332048049529766
Customer979,50,57420,30932,24770,PhD,Self-Employed,Single,5,6,0,Rent,Urban,Poor,14.982772446811465,4495.181517342494,Full-Time,Approved,Fair,0.43136545638800194
Customer980,37,110896,30798,28572,Bachelor,Unemployed,Divorced,5,10,0,Own,Rural,Excellent,3.627235025878363,3621.9106415708384,Part-Time,Approved,Poor,0.4459652704044057
Customer981,29,69030,18133,41448,Bachelor,Unemployed,Married,1,4,0,Rent,Urban,Fair,19.357382471856198,2275.830814577144,Contract,Denied,Excellent,0.3086076816354366
Customer982,64,31058,14939,2204,College,Self-Employed,Divorced,5,3,1,Rent,Urban,Good,16.59960699483219,2176.1102251044877,Full-Time,Approved,Poor,0.6073563834777438
Customer983,18,116213,781,27233,College,Unemployed,Married,4,2,1,Rent,Urban,Poor,4.8851857627206465,2550.8111630381813,Full-Time,Approved,Fair,0.1851650454162026
Customer984,43,106260,49050,21729,Master,Self-Employed,Single,5,6,0,Mortgage,Suburban,Good,4.537135679175335,1296.6864847695788,Part-Time,Denied,Poor,0.6269162793138956
Customer985,31,58404,27624,31131,College,Self-Employed,Married,1,8,0,Rent,Urban,Excellent,3.3875617660120723,3353.0034533719463,Part-Time,Denied,Excellent,0.17379885713523968
Customer986,55,59856,6823,33870,College,Employed,Divorced,1,6,1,Rent,Rural,Fair,3.6291926882964494,2138.6876859707245,Contract,Approved,Excellent,0.0638260347097136
Customer987,54,39200,18489,38011,Bachelor,Employed,Divorced,1,9,1,Rent,Suburban,Poor,15.215074181545226,4335.644071679197,Contract,Denied,Fair,0.330357688699061
Customer988,28,94178,39961,39382,Master,Self-Employed,Divorced,1,5,1,Own,Urban,Excellent,9.923430882080847,3904.486970260173,Contract,Approved,Good,0.23114034200984768
Customer989,53,63997,29118,49067,College,Self-Employed,Divorced,3,2,1,Rent,Suburban,Excellent,15.875749282057477,3247.3092384147203,Part-Time,Denied,Good,0.8889916385563323
Customer990,30,55611,34881,41475,College,Self-Employed,Single,5,8,1,Mortgage,Suburban,Fair,15.178842992653903,2138.9100019228226,Contract,Approved,Poor,0.0549534538686266
Customer991,60,71235,16280,46681,Master,Self-Employed,Married,2,9,0,Rent,Suburban,Poor,12.487641556599211,1444.6932425306798,Contract,Denied,Excellent,0.17661369257412285
Customer992,20,65057,22263,21607,PhD,Self-Employed,Single,5,10,0,Rent,Rural,Fair,14.040965524994911,3992.6833884753028,Full-Time,Approved,Excellent,0.5487196055830494
Customer993,50,31239,13565,24968,Master,Self-Employed,Single,3,4,1,Own,Urban,Fair,1.3487587632036941,2688.8409454598896,Full-Time,Denied,Fair,0.4810671908474736
Customer994,23,95661,20354,33398,Bachelor,Unemployed,Single,1,6,1,Rent,Suburban,Good,6.923775289295417,1511.3751717981088,Full-Time,Approved,Fair,0.04585201837470154
Customer995,27,75272,42951,11908,PhD,Self-Employed,Divorced,3,10,0,Mortgage,Suburban,Good,13.118621405928794,1378.2857676800281,Contract,Approved,Excellent,0.007252428015144474
Customer996,22,119393,25643,26423,High School,Unemployed,Divorced,4,8,1,Rent,Suburban,Fair,1.1775541162386398,1244.3040702561157,Part-Time,Approved,Fair,0.9880679419611499
Customer997,40,91212,23648,43615,Master,Unemployed,Divorced,4,9,0,Mortgage,Urban,Good,1.6265619299692746,3997.2253829251777,Full-Time,Denied,Good,0.6588347003588382
Customer998,27,45398,41971,9171,Bachelor,Self-Employed,Married,5,5,0,Own,Suburban,Excellent,17.18587166693728,1530.4423338514027,Part-Time,Denied,Good,0.3654061309015568
Customer999,61,86503,18658,12721,PhD,Self-Employed,Divorced,5,6,0,Rent,Suburban,Fair,13.996472372149364,2869.8901858633885,Contract,Approved,Poor,0.4704322476632413
Customer1000,19,36638,21253,49429,Master,Unemployed,Married,2,4,0,Own,Rural,Poor,6.042024929286535,2531.958624378754,Contract,Approved,Fair,0.26655012045428694
